gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,dataset
ENSG00000279457,39.027104464817064,-0.05115744714161305,0.10280855568612253,-0.49759912295430164,0.6187666220451336,0.6920355724654741,GSE213001
ENSG00000187634,217.68893967495177,0.8063751262561465,0.174632540007127,4.617553671401889,3.882902741834437e-06,2.3277329807296373e-05,GSE213001
ENSG00000188976,764.5548124379096,-0.14051127371193048,0.05247382225750792,-2.6777403982959567,0.007412064150632912,0.017126188102651048,GSE213001
ENSG00000187961,151.93224354575963,-0.21809839200254302,0.0688079890628155,-3.1696667054669887,0.001526138847262587,0.0043901626377717915,GSE213001
ENSG00000187583,32.82650705045625,0.3629276358714195,0.13431030715623407,2.702157738715097,0.006889107076858626,0.016098091843163517,GSE213001
ENSG00000188290,176.09203008969916,0.06434183902777416,0.09283865384761307,0.6930501074841728,0.48827810659464954,0.5736049341740794,GSE213001
ENSG00000187608,379.41675652185046,-0.5539480891979474,0.1655561476427375,-3.345983203193044,0.0008199136232264739,0.002549958450434936,GSE213001
ENSG00000188157,1975.5450798731613,0.29851652998387274,0.07251130207571528,4.1168276039529115,3.841231795705084e-05,0.00017589105471822825,GSE213001
ENSG00000131591,170.02224941935432,-0.04966099258099142,0.06550109065583508,-0.7581704683655895,0.44834893794899267,0.5361041947933625,GSE213001
ENSG00000162571,98.41221723678301,0.7220293978140573,0.3262283972036961,2.213263480441968,0.02687948582348589,0.051212780312484496,GSE213001
ENSG00000186891,47.633627652691445,0.6105654767209333,0.1722154408428893,3.5453584982426,0.00039207943635119214,0.0013448717460452437,GSE213001
ENSG00000186827,83.94630515148941,0.10021210741850926,0.12843798319480476,0.7802373170755518,0.43525120088256364,0.5231418016033047,GSE213001
ENSG00000078808,1877.1545955789359,0.01519199361638454,0.030407833002827636,0.499607900864617,0.6173511935306788,0.6906989978945781,GSE213001
ENSG00000176022,266.7470297410225,-0.24714084613579157,0.0715949477210606,-3.4519313722900002,0.0005565892728730915,0.0018264032663544163,GSE213001
ENSG00000184163,10.51552583916509,0.028065156681924074,0.14169807097139234,0.19806308222495278,0.8429957087128498,0.8800312072454496,GSE213001
ENSG00000160087,505.14052375150874,-0.1863559552790557,0.04467718367013458,-4.1711661293374975,3.030448211034454e-05,0.0001429805897251301,GSE213001
ENSG00000162572,94.91524325496357,0.17482807520168728,0.10596400744258815,1.6498816854997678,0.09896713727631198,0.15340466334680936,GSE213001
ENSG00000131584,896.9920327163597,-0.003771217294772321,0.07037279064112523,-0.053589139501431904,0.9572625095015658,0.9698157165864888,GSE213001
ENSG00000169972,106.8552912476884,-0.20657062479387728,0.06492808477851685,-3.18152961847762,0.0014649954224785558,0.004233452350996414,GSE213001
ENSG00000127054,1017.8407572084768,-0.06837184894548606,0.047957358120838546,-1.4256800546270494,0.15396071637788158,0.22244348251968793,GSE213001
ENSG00000224051,253.9817488788746,-0.14580034517818657,0.05202140795347146,-2.80269894479965,0.005067695016683317,0.012442116268959283,GSE213001
ENSG00000169962,22.222575569862084,1.2297176756360777,0.1950719548830428,6.30391834835185,2.9021342317879637e-10,6.072312805817455e-09,GSE213001
ENSG00000107404,709.3014358190002,-0.1713537141939351,0.038070786770208434,-4.5009239033647885,6.7658727008306305e-06,3.80754098759856e-05,GSE213001
ENSG00000162576,2001.1823313355549,0.38449768309512333,0.1092709266902562,3.5187555806590347,0.0004335759621597174,0.0014651519619772217,GSE213001
ENSG00000175756,503.84493707898724,-0.33942765449178586,0.05356519020526246,-6.336720791825716,2.347067553930843e-10,5.029668947363891e-09,GSE213001
ENSG00000221978,3007.4828306118256,0.0017891819609834538,0.057485399590929874,0.03112411105629252,0.9751705611396586,0.9824157263017095,GSE213001
ENSG00000242485,602.716577259421,-0.24941888007820176,0.049416699352866245,-5.047258990269553,4.4819360802899114e-07,3.533247883284538e-06,GSE213001
ENSG00000235098,273.06315083486004,0.17060724564453025,0.13544879221470357,1.259570077037646,0.20782449566177874,0.28560321701114333,GSE213001
ENSG00000179403,892.1577586793127,0.2660118765506528,0.08333444178218072,3.1921000592522564,0.0014124239490546696,0.004100629561092426,GSE213001
ENSG00000215915,82.37617403614635,-0.4950396753976518,0.11723845017092736,-4.222502725649397,2.4160447629380827e-05,0.00011643542659520861,GSE213001
ENSG00000160072,392.8647315981547,-0.0383723727897115,0.07763632845995615,-0.4942579530857579,0.6211240159821343,0.6940537977133105,GSE213001
ENSG00000197785,231.5961117311374,-0.319227271875997,0.08412738042320529,-3.794570451024562,0.00014789928345071632,0.0005744013161085438,GSE213001
ENSG00000205090,25.25704834060108,0.28704907291703224,0.10591162978420586,2.7102696229100864,0.006722853334123768,0.015782066599849,GSE213001
ENSG00000160075,1155.653241325357,-0.3499569206416493,0.04468556117994226,-7.831543599339026,4.8191616900677905e-15,4.4000406582346217e-13,GSE213001
ENSG00000228594,65.12816521034259,-0.6116045795308068,0.12916669077551382,-4.735002312583431,2.190526013120973e-06,1.401880815109068e-05,GSE213001
ENSG00000197530,480.32824364861807,-0.08623134912979154,0.04951392764118673,-1.7415574412655255,0.08158591383754714,0.1305401047704453,GSE213001
ENSG00000189409,22.067505966029838,0.38987171530593695,0.12386658891178648,3.147513132726939,0.0016466570887926435,0.004679662147266775,GSE213001
ENSG00000248333,424.609810014406,-0.0929722051267477,0.04224924160969282,-2.2005650654192577,0.027766829006845323,0.052657008936068075,GSE213001
ENSG00000189339,822.4164281136028,0.145045984217446,0.07644631981079775,1.8973573165644895,0.05778079500716382,0.09783833615633618,GSE213001
ENSG00000008128,35.876066775980604,-0.10333484505521001,0.08144030239207532,-1.2688416179710205,0.20449755829442284,0.2818881613784866,GSE213001
ENSG00000215790,354.483327784705,-0.02230623263498977,0.10621279740983093,-0.21001454795432334,0.8336563186104402,0.8726398304520763,GSE213001
ENSG00000008130,918.0511804107813,-0.250841074638682,0.04261115525137221,-5.886746631461115,3.938718218225124e-09,5.963496478146883e-08,GSE213001
ENSG00000078369,5730.234351415245,-0.059960663354946216,0.030523913862844258,-1.9643831922856505,0.04948567051218385,0.08578844951277903,GSE213001
ENSG00000178821,13.928400813718328,0.06210765464674019,0.19268213185828942,0.32233219576591604,0.7472010449262471,0.8011233180424107,GSE213001
ENSG00000142609,143.47738745081026,0.8747489264960362,0.35631394634796726,2.454994915191387,0.01408865811816464,0.02953599144867107,GSE213001
ENSG00000187730,21.262797182942464,0.8123787725255021,0.1903363118161792,4.26812290715222,1.9712471348002147e-05,9.739861622094206e-05,GSE213001
ENSG00000067606,560.9338102192946,-0.8430644928205314,0.1294419954428622,-6.513067802579371,7.363125333490091e-11,1.842615999153293e-09,GSE213001
ENSG00000162585,387.2328062835718,-0.06671522471043284,0.055808621535506864,-1.1954286430096992,0.23191960026882297,0.31239885354522695,GSE213001
